epoch,lr,loss,train_acc,val_loss,val_acc,val_recall_bad,val_precision_bad,val_f1_bad
38,0.001,0.033682215717171546,0.9894396551724138,0.04628879270323587,0.9825918762088974,0.9215686273606306,0.9894736841063713,0.9543147157216111
39,0.001,0.03413528678697887,0.9918103448275862,0.04193774726767835,0.9864603481624759,0.970588235198962,0.9611650484503724,0.9658536534424749
40,0.001,0.0343504717392879,0.9922413793103448,0.10092807873341343,0.9632495164410058,0.9803921567666283,0.8547008546278034,0.9132420040724757
41,0.001,0.03978116651434965,0.9879310344827587,0.036100174105821656,0.9903288201160542,0.9509803920636294,0.9999999998969072,0.9748743667644757
42,0.001,0.04194984701943809,0.9872844827586207,0.04552453429333693,0.988394584139265,0.9411764704959632,0.9999999998958334,0.969696964603612
43,0.001,0.033443741168794706,0.990948275862069,0.061082473361812446,0.988394584139265,0.9411764704959632,0.9999999998958334,0.969696964603612
44,0.001,0.03932941210263505,0.9881465517241379,0.04225542326773043,0.9903288201160542,0.9607843136312957,0.9898989897990002,0.9751243730135394
45,0.001,0.03141649947742578,0.993103448275862,0.23970775988414106,0.9168278529980658,0.9999999999019609,0.7034482758135553,0.8259109262587488
46,0.001,0.02935772428152569,0.9928879310344828,0.041346059175391955,0.988394584139265,0.970588235198962,0.970588235198962,0.970588230198962
47,0.001,0.028266342399152124,0.99375,0.05326425101215333,0.9922630560928434,0.9607843136312957,0.9999999998979593,0.9799999949040001
48,0.001,0.02438275429444259,0.9939655172413793,0.38222609252483825,0.9013539651837524,0.9901960783342946,0.6688741721411341,0.7984189674564515
49,0.001,0.038940749600216554,0.9877155172413793,0.04436236391351982,0.9864603481624759,0.970588235198962,0.9611650484503724,0.9658536534424749
50,0.001,0.04248340611249722,0.9890086206896552,0.09402919560130434,0.97678916827853,0.8823529410899654,0.999999999888889,0.9374999949218751
51,0.001,0.034652026005265915,0.9900862068965517,0.08992356259773919,0.97678916827853,0.8823529410899654,0.999999999888889,0.9374999949218751
52,0.001,0.029141527365347177,0.9920258620689655,0.04346567920203784,0.9922630560928434,0.9607843136312957,0.9999999998979593,0.9799999949040001
53,0.001,0.029620751389302313,0.9920258620689655,0.051109948953905464,0.9922630560928434,0.9607843136312957,0.9999999998979593,0.9799999949040001
54,0.001,0.024952893225267402,0.9926724137931034,0.028089810596919496,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
55,0.001,0.022076884750678236,0.9941810344827586,0.03531369325653983,0.9903288201160542,0.9607843136312957,0.9898989897990002,0.9751243730135394
56,0.001,0.018020803082316857,0.9946120689655172,0.0342991773779477,0.9922630560928434,0.9803921567666283,0.9803921567666283,0.9803921517666284
57,0.001,0.033409000783235415,0.9894396551724138,0.028307788672981282,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
58,0.001,0.021967148033556816,0.9939655172413793,0.030640785222281107,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
59,0.001,0.015843738870622976,0.9956896551724138,0.04921364234409131,0.9903288201160542,0.9509803920636294,0.9999999998969072,0.9748743667644757
60,0.001,0.023368294947130348,0.9948275862068966,0.054542236086958386,0.9864603481624759,0.9313725489282969,0.9999999998947369,0.9644669999845398
61,0.001,0.020712310481206354,0.9946120689655172,0.029716449254687798,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
62,0.001,0.016228312194138637,0.9954741379310345,0.04026304863481575,0.9903288201160542,0.9901960783342946,0.961904761813152,0.975845405534785
63,0.001,0.01889766618119681,0.9948275862068966,0.030489879243960336,0.9903288201160542,0.9607843136312957,0.9898989897990002,0.9751243730135394
64,0.001,0.023394321800402268,0.9941810344827586,0.04523076882908558,0.988394584139265,0.9411764704959632,0.9999999998958334,0.969696964603612
65,0.001,0.02301577213942876,0.9948275862068966,0.029098927602487144,0.9941972920696325,0.9803921567666283,0.9900990098029605,0.9852216697799026
66,0.001,0.018088127142480766,0.9946120689655172,0.032475466375687066,0.9922630560928434,0.9607843136312957,0.9999999998979593,0.9799999949040001
67,0.001,0.016275956540605343,0.9956896551724138,0.0377944686118607,0.9903288201160542,0.9607843136312957,0.9898989897990002,0.9751243730135394
68,0.001,0.01937211352864136,0.9941810344827586,0.03578031315005292,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
69,0.001,0.012302296040057815,0.9967672413793104,0.07242487399576311,0.9864603481624759,0.9313725489282969,0.9999999998947369,0.9644669999845398
70,0.001,0.025283881221046862,0.9933189655172414,0.067602036653917,0.9825918762088974,0.9117647057929643,0.9999999998924732,0.9538461487589746
71,0.001,0.013805631528897532,0.9961206896551724,0.03776891221937668,0.9922630560928434,0.9607843136312957,0.9999999998979593,0.9799999949040001
72,0.001,0.02011247126140696,0.9946120689655172,0.03242694847008783,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
73,0.001,0.011482384188425857,0.9963362068965518,0.03903800353220514,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
74,0.001,0.018090510737865457,0.9935344827586207,0.05445553866603251,0.988394584139265,0.9411764704959632,0.9999999998958334,0.969696964603612
75,0.001,0.020587322687738222,0.99375,0.05420563592146758,0.9903288201160542,0.9509803920636294,0.9999999998969072,0.9748743667644757
76,0.001,0.02931811113034953,0.990948275862069,0.043722247897725684,0.9864603481624759,0.9411764704959632,0.9896907215474546,0.9648241155092044
77,0.001,0.010768442816233487,0.997198275862069,0.22301670980263263,0.9303675048355899,0.9999999999019609,0.7391304347290485,0.8499999950416668
78,0.001,0.018897079256290954,0.9943965517241379,0.02233584166407167,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
79,0.001,0.014262233835099072,0.9967672413793104,0.03945121817706005,0.9922630560928434,0.9607843136312957,0.9999999998979593,0.9799999949040001
80,0.001,0.008598477712527303,0.997198275862069,0.0268828376682477,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
81,0.001,0.010583626426222478,0.9982758620689656,0.024208821777373234,0.9941972920696325,0.9803921567666283,0.9900990098029605,0.9852216697799026
82,0.001,0.011924784168890068,0.9963362068965518,0.020103530400762303,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
83,0.001,0.009507199564290329,0.9976293103448276,0.02815685066127901,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
84,0.001,0.012408026061040862,0.996551724137931,0.028796943530577237,0.9941972920696325,0.9803921567666283,0.9900990098029605,0.9852216697799026
85,0.001,0.01512628406976703,0.9946120689655172,0.02319299613847983,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
86,0.001,0.010587689605971059,0.9978448275862069,0.025799094820129407,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
87,0.001,0.008795781284952054,0.9967672413793104,0.035611859338510715,0.9903288201160542,0.9509803920636294,0.9999999998969072,0.9748743667644757
88,0.001,0.011366500465474333,0.996551724137931,0.030978793896553673,0.9922630560928434,0.9803921567666283,0.9803921567666283,0.9803921517666284
89,0.001,0.008346081719179799,0.9974137931034482,0.02867547678389646,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
90,0.001,0.008408756176604897,0.9984913793103448,0.03311775038708139,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
91,0.001,0.010336305333777123,0.997198275862069,0.0422954316785995,0.9922630560928434,0.9607843136312957,0.9999999998979593,0.9799999949040001
92,0.001,0.01870882596061886,0.9948275862068966,0.026365172704866397,0.9961315280464217,0.9901960783342946,0.9901960783342946,0.9901960733342946
93,0.001,0.0143773166649445,0.9963362068965518,0.026807056888541642,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
94,0.001,0.006577639364745821,0.9978448275862069,0.02203307836707767,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
95,0.001,0.0082326072335177,0.997198275862069,0.029814621480789786,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
96,0.001,0.008583515509611783,0.9974137931034482,0.0245380874032923,0.9941972920696325,0.9901960783342946,0.9805825241766425,0.9853658485625224
97,0.001,0.006911859590688656,0.9974137931034482,0.0262167429279246,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
98,0.001,0.014874896981576778,0.9959051724137931,0.025451743863144714,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
99,0.001,0.004650450548345769,0.9991379310344828,0.029718266378068573,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
100,0.001,0.010339568049650928,0.9980603448275862,0.028463635375120675,0.9922630560928434,0.9607843136312957,0.9999999998979593,0.9799999949040001
101,0.001,0.010089165190985459,0.9974137931034482,0.03291303632601952,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
102,0.001,0.0068004520011840965,0.9980603448275862,0.026857269650218896,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
103,0.001,0.0035680107762314506,0.999353448275862,0.02900848616308864,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
104,0.001,0.002117268195634724,0.9995689655172414,0.029243614796473198,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
105,0.001,0.0031811204920813908,0.999353448275862,0.02273842774502027,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
106,0.001,0.004140170494717714,0.9989224137931034,0.024486875064196823,0.9980657640232108,0.9901960783342946,0.9999999999009902,0.9950738865277003
107,0.001,0.008095936431320673,0.9976293103448276,0.04884327726992965,0.9922630560928434,0.9607843136312957,0.9999999998979593,0.9799999949040001
108,0.001,0.003746680497364462,0.9991379310344828,0.02806315383791916,0.9941972920696325,0.9803921567666283,0.9900990098029605,0.9852216697799026
109,0.001,0.005091676134204669,0.9987068965517242,0.03319264884412827,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
110,0.001,0.006050979218281131,0.9989224137931034,0.044829428292328145,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
111,0.001,0.005142367663361726,0.9987068965517242,0.034084040502424494,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
112,0.001,0.0041875005130162304,0.9987068965517242,0.03598894828789088,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
113,0.001,0.004668779423960147,0.9984913793103448,0.034868511038393724,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
114,0.001,0.005969424002376337,0.9987068965517242,0.03137795646369594,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
115,0.001,0.007433632785827724,0.9980603448275862,0.030864052318734146,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
116,0.001,0.003406562083094694,0.999353448275862,0.033663585701185224,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
117,0.001,0.0015133042026969508,1.0,0.036663125229906425,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
118,0.001,0.002532369251576742,0.999353448275862,0.030057189823815066,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
119,0.001,0.004607064908737686,0.9989224137931034,0.03742175705207834,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
120,0.001,0.0028192597188974795,0.999353448275862,0.026422736507199156,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
121,0.001,0.0023193871288420833,0.9997844827586206,0.024342164600628737,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
122,0.001,0.002050991950542586,0.9997844827586206,0.034013012921071936,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
123,0.001,0.0019905463234142096,0.9995689655172414,0.028753528840210724,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
124,0.001,0.0015240882455867088,0.9997844827586206,0.031416735221177876,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
125,0.001,0.0036350594482491,0.9991379310344828,0.030466009923180375,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
126,0.001,0.00319865061224093,0.999353448275862,0.029788454026308062,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
127,0.001,0.0025237222264845984,0.9997844827586206,0.031514255892818865,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
128,0.001,0.003470143391439643,0.9991379310344828,0.02852217168718346,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
129,0.001,0.0034177481625098653,0.999353448275862,0.03161905780585476,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
130,0.001,0.0030030337356006854,0.9997844827586206,0.029589332526739294,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
131,0.001,0.0021634301026692967,0.9997844827586206,0.026018909325882182,0.9961315280464217,0.9803921567666283,0.9999999999000001,0.9900990048034508
132,0.001,0.002833563001457088,0.999353448275862,0.031599773223702374,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
133,0.001,0.001649070226217034,0.9995689655172414,0.030139522002474,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
134,0.001,0.0024690753273999095,0.9995689655172414,0.02934805662363337,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
135,0.001,0.002227794583876826,0.9997844827586206,0.02695477285559291,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
136,0.001,0.002196927787485163,0.9995689655172414,0.030962612002104435,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
137,0.001,0.001465579345275383,0.9995689655172414,0.02746683895140724,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
138,0.001,0.002173841312720344,0.9995689655172414,0.03158601111862687,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
139,0.001,0.0012374024523210366,0.9995689655172414,0.028233400435960173,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
140,0.001,0.001335965552663828,0.999353448275862,0.032508708140866295,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
141,0.001,0.0010327741782083617,0.9997844827586206,0.02751954759850425,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
142,0.001,0.002287218445743402,0.9991379310344828,0.02723486684997948,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
143,0.001,0.0016312758860796497,0.999353448275862,0.03023424908927258,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
144,0.001,0.0015808914375846708,0.9997844827586206,0.03181797144671081,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
145,0.001,0.001023735802927745,0.9997844827586206,0.03066283293619862,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
146,0.001,0.0011067879723072863,0.9997844827586206,0.030489057353195577,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
147,0.001,0.0017917732611561499,0.9997844827586206,0.033071040363116075,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
148,0.001,0.00309755146026246,0.999353448275862,0.029511214614395688,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
149,0.001,0.0025525228953107403,0.9997844827586206,0.03083434334646044,0.9941972920696325,0.970588235198962,0.9999999998989899,0.985074621768768
