epoch,lr,loss,seg_loss,cls_loss,iou,val_loss,val_seg_loss,val_cls_loss,val_iou,val_dice,val_recall_bad,val_precision_bad,val_accuracy
13,0.001,0.7870310566255024,0.6931052825280598,0.18785154101039683,0.5146990492847756,0.8064454057637382,0.7297086382613462,0.15347347598449856,0.32140944523589815,0.4356257990552183,0.9117647057929643,0.9687499998990886,0.9411764705420992
14,0.001,0.7687163885150637,0.6855869782822472,0.16625881727252687,0.5358123376152651,0.756461443269954,0.6821797980981714,0.14856331963457314,0.3887143027155562,0.4951823737092997,0.9313725489282969,0.9223300969978321,0.9264705881898788
15,0.001,0.761026891214507,0.6848397318805967,0.15237431773649796,0.5346173534422604,1.0407070424042495,0.8126252299430323,0.45616363310346414,0.207997597027951,0.31607523582368313,0.9999999999019609,0.7338129495874954,0.8186274509402633
16,0.001,0.7481079484735217,0.6799616132463727,0.1362926663298692,0.5398645646040248,0.9236318492421917,0.7691369676122478,0.308989766300382,0.27621057944335636,0.39142099521781387,0.9999999999019609,0.7727272726687328,0.8529411764287773
17,0.001,0.7373388984373638,0.677291214466095,0.12009537060345922,0.5486854655094926,0.7273110840834823,0.6751278498593498,0.10436644156773885,0.4022558940584675,0.5060370115113635,0.9803921567666283,0.9433962263260948,0.9607843136783929
18,0.001,0.7575928909437997,0.6785412366901126,0.1581033066447292,0.5526049502223195,0.7685868973825493,0.6779626748141121,0.18124849568395054,0.3964607160714319,0.5015494647929243,0.9509803920636294,0.9417475727241023,0.9460784313261726
19,0.001,0.75211814897401,0.6845079192093441,0.13522045726754836,0.5416798765414399,0.7255334000961453,0.6721588232937981,0.10674914600802403,0.3979610556741019,0.5026896024210536,0.9313725489282969,0.979381443198002,0.9558823528943194
20,0.001,0.7326439448765346,0.6765945468630109,0.11209880267935139,0.551008148249483,0.7518520390286165,0.6847182050639508,0.13426763988008686,0.37964764948739976,0.48801657180175334,0.9313725489282969,0.9499999999050001,0.9411764705420992
21,0.001,0.736595441188131,0.6761508882045746,0.12088910197573048,0.5439440262411954,0.7343828421013028,0.6718628821419734,0.1250399424164903,0.39836765197710877,0.5029033193316544,0.9999999999019609,0.910714285632972,0.950980392110246
22,0.001,0.7220203025000436,0.67435465327331,0.09533130224528057,0.5641268628406441,0.7189925365588244,0.6631109889815835,0.11176309942760888,0.4143694149878435,0.5150813979220301,0.9999999999019609,0.9189189188361335,0.9558823528943194
23,0.001,0.7144535843815122,0.6672687956265041,0.09436956473759242,0.5688263697472683,0.774710069100062,0.6838755157648349,0.18166912328817097,0.38206644149037267,0.4878656762024843,0.9901960783342946,0.9181818180983472,0.950980392110246
24,0.001,0.7152341029473713,0.665278720004218,0.09991076322538513,0.571339966298303,1.1252758175719018,0.7321448279362098,0.7862620435828599,0.32483388495732546,0.4383261574055836,0.9901960783342946,0.6778523489477951,0.7598039215313821
25,0.001,0.7085176940475192,0.6676153817347118,0.08180462602259857,0.5617719016026149,0.6971044382628273,0.6665894809891196,0.061029949901150723,0.4128375110109237,0.5141203167265581,0.9803921567666283,0.9900990098029605,0.9852941175987601
26,0.001,0.7081401731286731,0.6667279409510749,0.08282446947747044,0.5675765814928468,0.7034453282169267,0.6651487993259056,0.07659304908969823,0.40952327618993933,0.5115861344234875,0.9999999999019609,0.9444444443569959,0.9705882352465398
27,0.001,0.7053639250142234,0.6637761167117527,0.08317560955349888,0.571929879443645,0.7229398395500931,0.6659269958150154,0.1140257266222262,0.40372690639335523,0.507429133714025,0.9117647057929643,0.9999999998924732,0.9558823528943194
28,0.001,0.6990157919270652,0.6647799376930509,0.0684716974917267,0.5756608236614082,0.7567767115200267,0.671679869001987,0.17019364268829426,0.3961779853559378,0.5011740756228189,0.9999999999019609,0.8869565216620038,0.9362745097580257
29,0.001,0.7077486280884061,0.6611544958182743,0.09318827139213681,0.5804942239600435,0.6961593405873168,0.6582066831635494,0.07590528913572722,0.415669129106033,0.5166295955112711,0.9509803920636294,0.9897959182663474,0.9705882352465398
30,0.001,0.7068118282726833,0.6622082718781063,0.08920711791142821,0.5816040063885378,0.6932544532944175,0.660878169185975,0.06475257230739967,0.415471304148118,0.5164882869653172,0.9607843136312957,0.9999999998979593,0.9803921568146866
31,0.001,0.6964531987905502,0.6557413807937077,0.08142362967399615,0.5904745961268485,0.6944616810948241,0.6574939086156733,0.07393553034932006,0.4173692878047261,0.5177628792341495,0.9411764704959632,0.9999999998958334,0.9705882352465398
32,0.001,0.6923125918422427,0.6565943764788764,0.07143642557119685,0.5885148064613576,1.0713371833165486,0.8634344502991321,0.4158054111050625,0.19347291020427038,0.29963190225790565,0.9901960783342946,0.8079999999353601,0.8774509803491445
33,0.001,0.6987632789782116,0.6607574692794255,0.0760116083547473,0.5760787681399957,0.7039822088737114,0.6667981048425039,0.07436821507472618,0.40260853718762507,0.506827420238975,0.9607843136312957,0.9898989897990002,0.9754901960306132
34,0.001,0.6832650176116398,0.6578083762100765,0.05091327119485608,0.5879578729759964,0.6969190345090979,0.6577448435858184,0.07834839703989964,0.422370237645368,0.5216981991708188,0.9411764704959632,0.9999999998958334,0.9705882352465398
35,0.001,0.6952510859285083,0.6608854191643851,0.06873133911618165,0.5892313908523196,0.7858388283673454,0.6749232645128288,0.2218311516677632,0.387561294211702,0.49458331256128074,0.8529411763869666,0.9999999998850575,0.9264705881898788
36,0.001,0.6785565061228616,0.6530847272702626,0.0509435503876635,0.594282924882673,0.6694063368965598,0.6520227082804138,0.034767237984958815,0.4260279409339698,0.5245416406729286,0.9901960783342946,0.9901960783342946,0.9901960783828335
37,0.001,0.676824301481247,0.6553629551615033,0.042922700372790654,0.5975297150571632,0.6739817045482934,0.6603952056052638,0.027172951575587776,0.4122291967853283,0.5141404616199348,0.9803921567666283,0.9999999999000001,0.9901960783828335
38,0.001,0.6854631177016667,0.6562241400991168,0.05847794835322669,0.5857510475227894,0.702118392084159,0.6589108185440886,0.08641511815435746,0.4170224739728143,0.517871418076633,0.9313725489282969,0.9895833332302518,0.9607843136783929
39,0.001,0.6886615071977887,0.6557280272245407,0.06586695528988327,0.5951812098599198,0.7129427188751745,0.6776072856257943,0.07067087365716111,0.405897196100085,0.5091267118557827,0.970588235198962,0.9611650484503724,0.9656862744624664
40,0.001,0.6851565071514675,0.6574738579136985,0.055365301336028745,0.590282521970049,0.7600557003535476,0.7161762457267911,0.08775892517730302,0.34316768406559356,0.45590792216446047,0.9901960783342946,0.9439252335566426,0.9656862744624664
41,0.001,0.6813416204282216,0.6506962158850261,0.06129081078272845,0.5976217690457167,0.6859035848402509,0.6616083734175738,0.04859044402837753,0.40829192578418444,0.5111929395032715,0.970588235198962,0.9801980197049309,0.9754901960306132
42,0.001,0.6822404648576464,0.653932912009103,0.05661510704417846,0.5996993485137008,0.7283120774755291,0.6544520913385877,0.14771997578003826,0.4186775083481663,0.518897065655701,0.9117647057929643,0.9999999998924732,0.9558823528943194
43,0.001,0.6762662189347404,0.6492384991475514,0.054055439591008635,0.5997159942898556,0.7278949682619057,0.6964065566951153,0.0629768298902348,0.3796487162164737,0.4877513641570017,0.9999999999019609,0.9357798164279102,0.9656862744624664
44,0.001,0.6835331980671201,0.6544272814478193,0.05821182339319161,0.5942394546262292,0.676822422766218,0.6568245665699828,0.03999572320311677,0.42158391391003014,0.5209670848715208,0.9901960783342946,0.9901960783342946,0.9901960783828335
45,0.001,0.6622874034302575,0.6476462419543948,0.029282319492527416,0.6012126508205815,0.6715003181906307,0.6507575897609487,0.04148549221309961,0.427038972677664,0.5255815502313281,0.970588235198962,0.9899999999010001,0.9803921568146866
46,0.001,0.6619411813361304,0.6467503373111997,0.03038168602090861,0.6154112579546107,0.6700933902871375,0.650432711722804,0.0393214076757431,0.42496506816216234,0.5239652329635762,0.9803921567666283,0.9999999999000001,0.9901960783828335
47,0.001,0.6670893026249749,0.6483799793890545,0.03741864986451609,0.6081679465960314,0.7398443444102418,0.6884863341555876,0.10271600268635095,0.3736214187787774,0.48309568294860067,0.9509803920636294,0.9999999998969072,0.9754901960306132
48,0.001,0.6662088632583618,0.6480533970253808,0.036310925015381405,0.6036537378971074,0.6942679437936521,0.6473791780425053,0.09377751002709071,0.4330165069880596,0.5297388353124735,0.9411764704959632,0.9999999998958334,0.9705882352465398
49,0.001,0.6683976926973888,0.6490931957960129,0.03860899470081287,0.6059559323299325,0.7160601534095465,0.666695938390844,0.09872846703465078,0.4102679908068119,0.5124197076344164,0.9803921567666283,0.9523809522902494,0.9656862744624664
50,0.001,0.6673571041652134,0.6427024241004672,0.04930936185909169,0.6164995509630387,0.6803881946732017,0.6507969983652526,0.059182400650837845,0.4283937522290202,0.526187109061359,0.9509803920636294,0.9999999998969072,0.9754901960306132
51,0.001,0.6818278772490365,0.6510187706777028,0.06161821091414562,0.6019112441739475,0.708913153293086,0.6579539618071388,0.10191842416922252,0.4181056916425561,0.5182667304108536,0.901960784225298,0.9999999998913044,0.950980392110246
52,0.001,0.6855726816824504,0.651503358568464,0.06813864037394524,0.59005775571451,0.7010393399818271,0.6707893884649464,0.060499914282677224,0.3905727209123208,0.4964819206722963,0.9803921567666283,0.9803921567666283,0.9803921568146866
53,0.001,0.6714807046311242,0.6502636734928403,0.04243405502555626,0.6019269989492734,0.6787574612626842,0.6554868203752181,0.046541252118699694,0.42060194872578976,0.5203707366372471,0.9803921567666283,0.9999999999000001,0.9901960783828335
54,0.001,0.6591057138783591,0.6457373563732419,0.0267367183530171,0.6139261855093219,0.6785389611534044,0.6493378299124101,0.058402288485975826,0.4191634389009931,0.5194691145391798,0.970588235198962,0.9899999999010001,0.9803921568146866
55,0.001,0.6598890402487346,0.6435959445578712,0.03258619030072753,0.6122361524677512,0.6801065498707342,0.6512057436447517,0.05780165364929274,0.4251151725186903,0.5236792072000807,0.9607843136312957,0.9898989897990002,0.9754901960306132
56,0.001,0.668775777731623,0.6462519679750715,0.04504761380875217,0.6118953313473383,0.7398851887852538,0.675618504192315,0.12853336042048885,0.3881499327630376,0.49500059596002904,0.9215686273606306,0.9999999998936171,0.9607843136783929
57,0.001,0.6614636906555721,0.6457078414303916,0.03151169510757817,0.6130356117983295,0.6767192985497269,0.6517728765805563,0.04989285073151775,0.4238165278653655,0.5228257818541296,0.9803921567666283,0.9999999999000001,0.9901960783828335
58,0.001,0.6671063431671688,0.6474960957254682,0.03922050612579499,0.6144547428595342,0.7084138019412172,0.6514693013593262,0.11388900744564392,0.42609512915218495,0.5249374845628347,0.9117647057929643,0.9999999998924732,0.9558823528943194
59,0.001,0.652315405862672,0.6398911752871105,0.02484845562139526,0.625479411469518,0.6771173956347447,0.6496014104169958,0.05503194194798376,0.4296774158337404,0.5271872217513868,0.9607843136312957,0.9999999998979593,0.9803921568146866
60,0.001,0.6619584730693272,0.6425858863762447,0.03874516696669161,0.6225554189622174,0.6920833640238818,0.6529411258650761,0.07828451868365793,0.42624685262770967,0.5247039663748703,0.9509803920636294,0.9999999998969072,0.9754901960306132
61,0.001,0.6666886742625918,0.6453934035130909,0.04259054104997111,0.6187197518743224,0.6752766586986243,0.6576334904221928,0.03528635320710201,0.41734438784082567,0.5180960424018053,0.9901960783342946,0.9999999999009902,0.9950980391669069
62,0.001,0.6663889863661357,0.6468479867492404,0.03908200355778847,0.6107880866866688,0.6632372766148811,0.6495759370280247,0.02732270024716854,0.4280374894475103,0.5261823062887648,0.9999999999019609,0.980769230674926,0.9901960783828335
63,0.001,0.6593227918658938,0.6439959832600185,0.030653618459057595,0.6195591272591248,0.6871781086220461,0.6480553354702744,0.07824555598199368,0.4261373775026097,0.5245620242965023,0.9999999999019609,0.9532710279482924,0.9754901960306132
64,0.001,0.6592796615191868,0.6445098753486361,0.029539568865272616,0.6151707734255935,0.6927306500135684,0.6509102454372481,0.08364078081121631,0.42500376315950694,0.5239511589474044,0.9509803920636294,0.9999999998969072,0.9754901960306132
65,0.001,0.6499671574149813,0.6388295186417443,0.022275275833505605,0.6269616749980891,0.7081585210912368,0.6562697647833357,0.10377753248401717,0.4174967726839078,0.5180887963452213,0.9509803920636294,0.9897959182663474,0.9705882352465398
66,0.001,0.6491364985704422,0.637501101408686,0.023270792546099983,0.6245299237234795,0.6663899328194413,0.6471000775402668,0.03857967746900577,0.43085783985481757,0.5283659901091438,0.9803921567666283,0.9999999999000001,0.9901960783828335
67,0.001,0.6525236793926784,0.6412573350327355,0.022532697126735002,0.6276016657503375,0.6679335622226491,0.6486291412044974,0.03860880434513092,0.4296506457954902,0.5273902170158987,0.970588235198962,0.9999999998989899,0.9852941175987601
68,0.001,0.644711856331144,0.6383819771664483,0.012659757165238261,0.6234880789189823,0.6646286962079067,0.6447158677905214,0.039825633387355244,0.43109952515984745,0.5280847810343661,0.9803921567666283,0.9999999999000001,0.9901960783828335
69,0.001,0.660497173666954,0.6414159068039486,0.03816252640847649,0.6243178508405401,1.0061055252365037,0.7028481522027183,0.6065147616443973,0.3247283859125505,0.4388192067427683,0.9999999999019609,0.7968749999377441,0.8725490195650711
70,0.001,0.653100494827543,0.6409885031836373,0.02422397892223671,0.6197966996798814,0.6770332736127517,0.6438418439790314,0.06638280638292723,0.4345162482456031,0.5310706386167868,0.9313725489282969,0.9999999998947369,0.9656862744624664
71,0.001,0.6514413080045155,0.6423134292875018,0.01825576838538317,0.6243671147308753,0.8117519149593279,0.6782231646425584,0.26705751107896075,0.39699590430009263,0.501983234625801,0.8627450979546328,0.9999999998863637,0.9313725489739523
72,0.001,0.6584401641573224,0.642322243324348,0.03223584569059312,0.6165282552158732,0.6902840400443357,0.6710046962195751,0.03855868034503039,0.4101486684689521,0.5120541197256161,0.9901960783342946,0.9901960783342946,0.9901960783828335
73,0.001,0.6495856323412487,0.6370826384850911,0.025005972669792494,0.6335768428580432,0.6681080478079179,0.6467015094616834,0.04281309356584268,0.4365782049344484,0.532549542560161,0.9803921567666283,0.9900990098029605,0.9852941175987601
74,0.001,0.6515003123453685,0.6373021389756884,0.028396337126780833,0.6293571431666748,0.6994703786045897,0.6658020662326439,0.0673366495426379,0.4116938828981499,0.5132319328040179,0.9803921567666283,0.9708737863135074,0.9754901960306132
75,0.001,0.6460962827716555,0.6384319407599313,0.015328681113065354,0.6323047594684171,0.6859018276719486,0.6500034133593241,0.07179681401626736,0.4262562258721125,0.5248600621384008,0.9803921567666283,0.9999999999000001,0.9901960783828335
76,0.001,0.6492181931223188,0.6386665318693433,0.021103320393844376,0.6324274424100091,0.6744348956089393,0.6610005638178658,0.026868708285630916,0.4221364850827857,0.5216627546111756,0.9999999999019609,0.980769230674926,0.9901960783828335
77,0.001,0.670822662966592,0.6480880613837924,0.04546919573996482,0.5977477667874963,0.7307339252210131,0.6674186651613198,0.126630520557656,0.40620466688053203,0.5089791793943154,0.8823529410899654,0.999999999888889,0.9411764705420992
78,0.001,0.6553014133657727,0.6404724802289691,0.029657856527982012,0.6264028390762633,0.6595218730907814,0.646207472857307,0.0266287937833398,0.4284121080852903,0.5265569675915911,0.9901960783342946,0.9999999999009902,0.9950980391669069
79,0.001,0.6494547809873309,0.6382172192846026,0.022475115164914832,0.634201987843156,0.6721599090333078,0.6481657390500984,0.047988368088708204,0.4319762001571063,0.5291207784163114,0.9803921567666283,0.9999999999000001,0.9901960783828335
80,0.001,0.6474024206399918,0.6387010429586683,0.017402754531108906,0.6278878725874815,0.669376507693646,0.6466543189450806,0.045444394516594266,0.4321049817293651,0.5294250259892037,0.9803921567666283,0.9999999999000001,0.9901960783828335
81,0.001,0.6622538502727237,0.6392343555177961,0.04603898822928646,0.6263499232680404,0.6720905859096378,0.6539614364212635,0.036258320086726956,0.4055582734130805,0.507334325391436,0.9901960783342946,0.9711538460604661,0.9803921568146866
82,0.001,0.6686433745282037,0.6412863603660038,0.05471403101026746,0.6225948963866494,0.6824852193103117,0.6626022721038145,0.0397658879850425,0.411462171419187,0.5134828269353168,0.9901960783342946,0.9901960783342946,0.9901960783828335
83,0.001,0.6504841148853302,0.6397817773478371,0.021404679091314653,0.625032688073339,0.7161001492949093,0.6465332613271826,0.13913380646822499,0.42974091218199595,0.5275471969912175,0.9117647057929643,0.9999999998924732,0.9558823528943194
84,0.001,0.6470696734530585,0.6382661845002856,0.017606986245872185,0.6343795262978336,0.6559007617772794,0.6424247061505037,0.026952084163021223,0.4322439564114046,0.5289763195820004,0.9901960783342946,0.9901960783342946,0.9901960783828335
85,0.001,0.6402681746653148,0.6346517609698432,0.011232837631333885,0.6368680705542645,0.6536385738382152,0.6394300887397691,0.02841696440808329,0.43962597427711964,0.5349923428336464,0.9901960783342946,0.9805825241766425,0.9852941175987601
86,0.001,0.640468669789178,0.6342359589678901,0.012465432336154793,0.6382899432061647,0.6529787521736294,0.6468530899169398,0.01225129781546546,0.42266514907117186,0.5224064699095763,0.9999999999019609,0.9999999999019609,0.9999999999509803
87,0.001,0.6478802242449352,0.6352865355355399,0.02518738537245164,0.637047542020069,0.6618529026414833,0.644863250208836,0.03397931615073307,0.42706883452870464,0.5254480893585559,0.9999999999019609,0.980769230674926,0.9901960783828335
88,0.001,0.647703189935003,0.6372622357947486,0.020881903021030927,0.629045129029935,0.6901924715322607,0.6598585084372875,0.060667901939036796,0.41475868801157534,0.516006792033681,0.9607843136312957,0.9999999998979593,0.9803921568146866
89,0.001,0.6419682949781418,0.635411411523819,0.013113770459312946,0.6382540626551494,0.65764127350321,0.6420774407246533,0.031127684987058826,0.4384849087196809,0.5340408818560703,0.970588235198962,0.9999999998989899,0.9852941175987601
90,0.001,0.6430902630090714,0.6343405140297753,0.017499495218674253,0.6304425003891605,0.7326471934131548,0.654621026095222,0.15605232791687526,0.4276166330690547,0.5260637067133075,0.9901960783342946,0.935185185098594,0.9607843136783929
91,0.001,0.6479268137897763,0.639935810651098,0.015981990669388324,0.6292922248456316,0.6741956332150627,0.6475954552491506,0.05320037587308416,0.4282619659723007,0.5262669462133098,0.970588235198962,0.9999999998989899,0.9852941175987601
92,0.001,0.6360195449420384,0.6308534528527941,0.010332193508345102,0.6438529600842584,0.6661092089671715,0.6481218332169103,0.03597473028097667,0.4262880912529276,0.525015105457834,0.9803921567666283,0.9999999999000001,0.9901960783828335
93,0.001,0.6423198037913868,0.6368207974093301,0.010998020784297426,0.6322508136275399,0.6737270355224609,0.6449697046887641,0.057514696311223884,0.43305817348721704,0.5295515355570325,0.970588235198962,0.9899999999010001,0.9803921568146866
94,0.001,0.6540215952055795,0.6352539424385343,0.037535298066878955,0.6308887032454125,0.6947393662789288,0.6677475805376091,0.053983534375826515,0.41268227879843034,0.5138897667118061,0.9607843136312957,0.9999999998979593,0.9803921568146866
95,0.001,0.6691511954580035,0.6476826050451824,0.042937170048909526,0.6084301545926316,0.7069031426719591,0.6579946723638797,0.09781692319494836,0.40917832848586483,0.5107682460789738,0.970588235198962,0.9611650484503724,0.9656862744624664
96,0.001,0.6495927316801888,0.6357378640345165,0.027709729902978455,0.6290294288188357,0.6542435913693672,0.64108718902457,0.026312811884517763,0.4288058753183877,0.5262515583335452,0.9901960783342946,0.9901960783342946,0.9901960783828335
97,0.001,0.6496551483869553,0.6332398248570306,0.03283063449530995,0.6389085671909607,0.6710992309392667,0.6530280183343327,0.036142450958198194,0.4184520454346737,0.5182429337034357,0.970588235198962,0.9999999998989899,0.9852941175987601
98,0.001,0.6523033955267498,0.6391720069306237,0.026262767138957446,0.6266581787418813,0.6599288343214521,0.6470410701106576,0.02577555354903726,0.42414277473547274,0.5235018424239837,0.9901960783342946,0.9999999999009902,0.9950980391669069
99,0.001,0.6520473297153201,0.6370828726461956,0.029928911252812083,0.6321412278886767,0.664443665859746,0.6552785699274025,0.018330185190208403,0.42476507279344167,0.5237665555208201,0.9999999999019609,0.9999999999019609,0.9999999999509803
100,0.001,0.642278960772923,0.6328367782490594,0.018884358744669174,0.6340610766140171,0.6591077616401747,0.651164779476091,0.01588599307133871,0.426531849839294,0.5252018203069535,0.9901960783342946,0.9901960783342946,0.9901960783828335
101,0.001,0.6392950309174401,0.6316770591906139,0.015235942613799125,0.6439909721040802,0.6502004733272627,0.6362929963598064,0.027814951378340814,0.44313106785374,0.5374172787147758,0.9999999999019609,0.980769230674926,0.9901960783828335
102,0.001,0.6438609595809665,0.6329775090728488,0.021766908125885363,0.6360679287132578,0.6552525092573727,0.643193256036908,0.02411853124424085,0.4291885112305918,0.5271120091266721,0.9901960783342946,0.9901960783342946,0.9901960783828335
103,0.001,0.6415492381368365,0.6339852256434304,0.015128022300944264,0.641617192794219,0.6524328490098318,0.6409681234873977,0.022929439942042034,0.43534118456820153,0.5315795266309613,0.9901960783342946,0.9999999999009902,0.9950980391669069
104,0.001,0.6366725862026215,0.6283164301088878,0.016712314183158532,0.6511962464801544,0.6609540751167372,0.6403799781612322,0.04114818923613604,0.43768888307307463,0.5335215279068883,0.970588235198962,0.9999999998989899,0.9852941175987601
105,0.001,0.6386066941278321,0.6307962643248695,0.015620865655364469,0.6437312285069658,0.6598104554064134,0.642538934361701,0.034543018806360515,0.43567020258481864,0.5320229240285316,0.9803921567666283,0.9900990098029605,0.9852941175987601
106,0.001,0.640780087028231,0.6317767777613231,0.018006619321697923,0.6381706771461849,0.6789156747799293,0.6470809473710901,0.063669478119004,0.4371674985606943,0.5333013040175437,0.9607843136312957,0.9999999998979593,0.9803921568146866
107,0.001,0.6726543839488711,0.6431239332471576,0.05906090060515063,0.6207054586062403,0.721497654914856,0.6808075583448597,0.08138015837061639,0.37857235242984383,0.4866953856728585,0.9509803920636294,0.9999999998969072,0.9754901960306132
108,0.001,0.6722377155508313,0.6473318210669926,0.04981180060920971,0.6069413610559573,0.7202203501673305,0.6575265082658506,0.12538773980671905,0.4227147693816901,0.5219151693388122,0.9999999999019609,0.9357798164279102,0.9656862744624664
109,0.001,0.6667732915707997,0.6451010576316288,0.04334446373728237,0.6114310337646435,0.7062121197289112,0.6743769312606138,0.06367039096121695,0.389072724773492,0.4958517925561807,0.9607843136312957,0.9999999998979593,0.9803921568146866
110,0.001,0.659755255494799,0.6423405068261283,0.03482949856801757,0.6226864882103724,0.7022897624501995,0.6664977272351583,0.07158411060478173,0.41921345768695545,0.5195854820353378,0.9803921567666283,0.9999999999000001,0.9901960783828335
111,0.001,0.64449885061809,0.6329084868941989,0.023180725768075457,0.639284631204838,0.6451930958850711,0.6364996655314576,0.01738687235788972,0.44579507942597735,0.5396478960916312,0.9901960783342946,0.9999999999009902,0.9950980391669069
112,0.001,0.6374864407948085,0.63059620984963,0.013780468713126279,0.6409052332194172,0.6674121513086206,0.6478660451430901,0.039092246771735305,0.43057899586949405,0.5277891732494305,0.9901960783342946,0.9901960783342946,0.9901960783828335
113,0.001,0.641662944640432,0.6286374415670123,0.026051005893220593,0.6447357242621451,0.6970226034229877,0.6730479773353127,0.04794922285694994,0.4102073758431688,0.5124542293407675,0.9901960783342946,0.9711538460604661,0.9803921568146866
114,0.001,0.6389345633132117,0.6292965880462101,0.019275945528144284,0.6487020471147122,0.6525007422063865,0.6369283713546454,0.031144760695158268,0.43942124525264464,0.5347541980216547,0.9803921567666283,0.9999999999000001,0.9901960783828335
115,0.001,0.6310344423566546,0.626950421503612,0.008168034746112036,0.6479431301497268,0.6482137318919686,0.6390674529122371,0.018292557886418176,0.4406277834301637,0.5358634772818922,0.9901960783342946,0.9999999999009902,0.9950980391669069
116,0.001,0.6423663688557488,0.6315688086407525,0.02159511364880018,0.6471079286206781,0.6893984219607185,0.6654572276508107,0.047882433298189996,0.4123696435164321,0.5140855185075818,0.9999999999019609,0.9622641508526166,0.9803921568146866
117,0.001,0.646605412874903,0.6337450657572065,0.02572068478496346,0.6394170454609603,0.6484304736642277,0.6397980621048048,0.017264847598020352,0.4334191700927409,0.5307017513752488,0.9901960783342946,0.9999999999009902,0.9950980391669069
118,0.001,0.6376113742589951,0.6293575423104423,0.016507655062014237,0.6526940823991708,0.6715024931758058,0.6345165605638542,0.07397187705717835,0.44237791862008674,0.5368781925465003,0.970588235198962,0.9999999998989899,0.9852941175987601
119,0.001,0.6317245342901775,0.6284766324928829,0.006495798696830336,0.6488347688470356,0.6717418455610088,0.6391721537300185,0.06513940027969725,0.44055394583412444,0.5357212055091922,0.9607843136312957,0.9999999998979593,0.9803921568146866
120,0.001,0.6275616117886135,0.6232511763061795,0.008620874523850424,0.6644576255298745,0.6461564547875348,0.6335778662971422,0.02515712987138506,0.4463486238996769,0.5400496302105235,0.9901960783342946,0.9999999999009902,0.9950980391669069
121,0.001,0.627327232488564,0.6258794388600758,0.002895583858064908,0.6612115226786022,0.6471444327457279,0.637074903530233,0.02013905705226695,0.4415267450346957,0.5365114822412527,0.9901960783342946,0.9999999999009902,0.9950980391669069
